Prix,Condition,RAM,Stockage,Marque,Couleur,Taille écran,Code Couleur,Code Condition,PPI
230.0,État correct - Reconditionné,8.0,256.0,Lenovo,noir,13.0,0,4,0.0
689.99,Occasion,32.0,1024.0,Lenovo,noir,14.0,0,5,157.0
186.42,Occasion,4.0,256.0,Panasonic,gris,25.0,2,5,88.0
250.0,État correct - Reconditionné,16.0,500.0,HP,autre,15.6,10,4,141.0
290.0,Occasion,8.0,256.0,Lenovo,noir,13.0,0,5,169.0
559.0,État correct - Reconditionné,16.0,500.0,Lenovo,autre,15.6,10,4,141.0
579.0,Occasion,16.0,512.0,Panasonic,gris,13.3,2,5,96.0
289.0,Très bon état - Reconditionné,8.0,256.0,HP,gris,13.3,2,3,166.0
279.0,État correct - Reconditionné,8.0,250.0,Dell,autre,14.0,10,4,157.0
160.0,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
419.99,Occasion,16.0,512.0,Lenovo,noir,15.6,0,5,141.0
169.0,Occasion,8.0,0.0,HP,gris,14.0,2,5,0.0
999.0,Neuf,16.0,512.0,HP,gris,15.6,2,0,141.0
599.99,Occasion,16.0,16.0,Lenovo,noir,13.0,0,5,169.0
301.51,Occasion,8.0,256.0,Lenovo,autre,15.6,10,5,141.0
179.0,Occasion,8.0,256.0,DEL,noir,14.1,0,5,0.0
329.0,Parfait état - Reconditionné,16.0,256.0,HP,gris,15.6,2,2,0.0
389.99,Occasion,512.0,512.0,Dell,gris,15.0,2,5,147.0
489.0,Très bon état - Reconditionné,16.0,500.0,Dell,autre,15.6,10,3,141.0
204.97,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
202.5,Occasion,2.0,232.0,Panasonic,gris,12.1,2,5,106.0
839.0,Très bon état - Reconditionné,32.0,1024.0,HP,autre,15.6,10,3,141.0
689.99,Occasion,16.0,16.0,Lenovo,noir,13.0,0,5,169.0
231.75,Occasion,2.0,80.0,DELL,autre,15.0,10,5,0.0
459.0,État correct - Reconditionné,16.0,500.0,Dell,autre,15.6,10,4,141.0
429.0,Très bon état - Reconditionné,8.0,512.0,HP,autre,13.3,10,3,166.0
689.99,Occasion,32.0,1024.0,Lenovo,noir,14.0,0,5,157.0
290.0,Occasion,16.0,256.0,Dell,noir,15.6,0,5,235.0
899.99,Occasion,16.0,512.0,Acer,noir,15.6,0,5,141.0
51.84,Occasion,4.0,128.0,Dell,autre,14.0,10,5,112.0
224.35,Occasion,8.0,256.0,APPLE,autre,13.0,10,5,131.0
250.0,État correct - Reconditionné,8.0,512.0,Lenovo,noir,13.0,0,4,0.0
939.0,Parfait état - Reconditionné,32.0,512.0,HP,autre,17.3,10,2,127.0
250.0,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,112.0
75.0,Occasion,4.0,1024.0,HP,autre,14.0,10,5,112.0
500.0,Occasion,16.0,1024.0,HP,noir,17.3,0,5,127.0
190.0,Occasion,8.0,256.0,HP,gris,15.0,2,5,104.0
329.99,Occasion,8.0,256.0,Dell,gris,15.0,2,5,147.0
319.9,Occasion,8.0,256.0,Lenovo,noir,13.3,0,5,118.0
149.5,Occasion,8.0,240.0,LENOVO,autre,12.0,10,5,0.0
249.0,Occasion,8.0,256.0,Dell,gris,12.5,2,5,125.0
240.0,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,131.0
429.99,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,157.0
69.99,Occasion,4.0,500.0,Dell,noir,14.0,0,5,112.0
349.0,Occasion,16.0,250.0,Apple,gris,13.0,2,5,0.0
1190.0,Ouvert (jamais utilisé),512.0,512.0,Dell,gris,17.0,2,1,0.0
929.0,Parfait état - Reconditionné,32.0,1024.0,HP,autre,15.6,10,2,141.0
249.9,Occasion,4.0,128.0,HP,autre,17.0,10,5,108.0
429.9,Occasion,16.0,256.0,Lenovo,noir,13.0,0,5,174.0
180.0,Occasion,8.0,127.0,HP,autre,15.0,10,5,104.0
1249.99,Neuf,16.0,512.0,Acer,autre,15.6,10,0,0.0
330.0,Occasion,8.0,256.0,Dell,autre,14.0,10,5,0.0
1330.0,Neuf,16.0,1024.0,HP,gris,15.6,2,0,141.0
429.99,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,0.0
40.0,Occasion,3.0,160.0,Acer,gris,15.4,2,5,0.0
439.99,Occasion,16.0,512.0,HP,gris,13.0,2,5,169.0
210.0,Occasion,16.0,500.0,HP,autre,13.0,10,5,169.0
169.0,Occasion,256.0,256.0,Lenovo,autre,13.0,10,5,0.0
199.0,Parfait état - Reconditionné,256.0,256.0,Dell,noir,14.0,0,2,112.0
250.0,Occasion,16.0,512.0,Dell,noir,15.6,0,5,100.0
60.0,Occasion,3.0,128.0,Acer,autre,15.4,10,5,0.0
389.99,Occasion,16.0,256.0,Lenovo,noir,15.6,0,5,141.0
299.0,Occasion,16.0,512.0,Apple,autre,13.0,10,5,0.0
43.55,Occasion,4.0,120.0,HP,noir,43.0,0,5,43.0
693.5,Occasion,16.0,512.0,LG,noir,16.0,0,5,189.0
349.9,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
250.0,Très bon état - Reconditionné,8.0,256.0,Lenovo,noir,13.0,0,3,0.0
680.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
289.9,Occasion,8.0,256.0,Lenovo,noir,13.3,0,5,166.0
850.0,Neuf,8.0,512.0,Dell,autre,14.0,10,0,157.0
1190.0,Occasion,512.0,512.0,Apple,autre,15.0,10,5,0.0
490.0,Occasion,20.0,1024.0,ASUS,bleu,15.6,3,5,141.0
60.0,Occasion,400.0,40.0,Packard Bell,noir,15.0,0,5,101.0
611.77,Occasion,32.0,1024.0,HP,gris,35.0,2,5,63.0
320.0,Occasion,8.0,500.0,Dell,noir,15.0,0,5,104.0
569.9,Neuf,8.0,256.0,Teclast,autre,15.6,10,0,141.0
175.0,Occasion,4.0,120.0,Dell,bleu,15.4,3,5,110.0
180.0,Occasion,8.0,256.0,HP,autre,13.0,10,5,169.0
420.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,232.0
336.62,Occasion,8.0,256.0,Sony,autre,15.0,10,5,0.0
295.0,Occasion,16.0,256.0,HP,autre,15.0,10,5,0.0
250.0,Occasion,8.0,256.0,Dell,gris,13.0,2,5,169.0
220.0,Occasion,8.0,512.0,Dell,noir,15.6,0,5,0.0
289.99,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
130.0,Occasion,8.0,250.0,Acer,autre,15.6,10,5,100.0
399.0,Très bon état - Reconditionné,16.0,500.0,HP,autre,14.0,10,3,157.0
189.9,Très bon état - Reconditionné,16.0,512.0,Dell,noir,14.0,0,3,0.0
1499.0,Neuf,16.0,512.0,HP,gris,15.6,2,0,141.0
419.99,Occasion,16.0,256.0,Lenovo,noir,14.0,0,5,0.0
99.99,Occasion,4.0,128.0,Apple,gris,13.0,2,5,116.0
399.9,Très bon état - Reconditionné,32.0,1024.0,HP,gris,15.6,2,3,0.0
203.99,Neuf,6.0,256.0,Bvate,autre,14.0,10,0,157.0
459.0,État correct - Reconditionné,16.0,250.0,Apple,gris,13.0,2,4,0.0
76.02,Occasion,4.0,64.0,Microsoft,autre,0.0,10,5,
299.0,Occasion,16.0,256.0,Apple,autre,15.0,10,5,0.0
359.0,Très bon état - Reconditionné,8.0,128.0,Dell,autre,14.0,10,3,157.0
2135.57,Neuf,16.0,512.0,Microsoft,gris,14.0,2,0,206.0
300.0,Occasion,8.0,256.0,Acer,noir,15.0,0,5,147.0
1479.99,Occasion,64.0,1024.0,HP,gris,15.6,2,5,141.0
220.0,Occasion,8.0,240.0,Dell,noir,12.5,0,5,176.0
135.0,Occasion,4.0,500.0,Intel,noir,15.6,0,5,141.0
69.9,Occasion,8.0,1024.0,Dell,autre,15.0,10,5,0.0
135.0,Occasion,4.0,500.0,Apple,autre,13.3,10,5,0.0
399.0,Occasion,8.0,256.0,Panasonic,gris,10.1,2,5,224.0
170.0,Occasion,4.0,240.0,Apple,gris,11.6,2,5,135.0
230.0,Occasion,8.0,8.0,Dell,noir,13.0,0,5,169.0
190.0,Occasion,16.0,500.0,Apple,autre,15.0,10,5,0.0
169.0,Occasion,8.0,0.0,Lenovo,noir,15.0,0,5,0.0
119.99,Occasion,4.0,250.0,Dell,noir,15.6,0,5,100.0
250.0,Ouvert (jamais utilisé),8.0,128.0,Lenovo,noir,13.3,0,1,118.0
239.9,Occasion,8.0,240.0,Toshiba,noir,15.6,0,5,0.0
3789.99,Occasion,64.0,64.0,Dell,gris,15.6,2,5,141.0
1579.99,Occasion,32.0,1024.0,HP,gris,15.0,2,5,147.0
220.19,Occasion,8.0,256.0,Panasonic,gris,7.1,2,5,213.0
239.0,Occasion,8.0,1024.0,MSI,noir,15.6,0,5,141.0
105.0,Occasion,4.0,250.0,Acer,noir,15.7,0,5,100.0
110.0,Occasion,6.0,6.0,ASUS,autre,15.0,10,5,0.0
429.99,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
250.0,Occasion,128.0,128.0,Apple,gris,13.3,2,5,0.0
55.0,Occasion,3.0,160.0,Acer,noir,15.4,0,5,0.0
229.99,Occasion,16.0,256.0,HP,gris,14.0,2,5,0.0
1289.99,Occasion,16.0,16.0,Lenovo,autre,14.0,10,5,157.0
249.0,État correct - Reconditionné,16.0,256.0,HP,gris,13.0,2,4,169.0
365.0,Occasion,8.0,256.0,Apple,gris,15.4,2,5,221.0
159.0,Occasion,3.0,128.0,Lenovo,autre,15.6,10,5,0.0
299.0,État correct - Reconditionné,16.0,500.0,HP,autre,14.0,10,4,157.0
1299.0,Occasion,16.0,512.0,Apple,gris,14.2,2,5,254.0
605.03,Occasion,16.0,256.0,Getac,noir,12.6,0,5,175.0
429.0,Occasion,4.0,500.0,Panasonic,gris,10.8,2,5,119.0
135.0,Occasion,8.0,1024.0,Acer,blanc,17.3,1,5,106.0
259.0,Très bon état - Reconditionné,8.0,250.0,HP,autre,14.0,10,3,157.0
1200.0,Occasion,32.0,2048.0,HP,bleu,13.5,3,5,0.0
75.0,Occasion,4.0,32.0,HP,blanc,14.0,1,5,112.0
200.0,Occasion,8.0,250.0,Dell,autre,14.0,10,5,157.0
360.0,Occasion,16.0,500.0,Dell,noir,17.3,0,5,127.0
400.0,Occasion,8.0,512.0,Acer,bleu,14.0,3,5,0.0
249.0,Occasion,8.0,512.0,HP,gris,13.0,2,5,169.0
95.0,Occasion,4.0,500.0,Fujitsu,noir,14.0,0,5,0.0
199.37,Occasion,8.0,256.0,HP,autre,15.6,10,5,100.0
280.0,Occasion,4.0,128.0,Motion,noir,12.5,0,5,0.0
134.21,Occasion,8.0,256.0,Panasonic,gris,12.0,2,5,0.0
129.0,Occasion,4.0,120.0,Compaq,autre,15.6,10,5,0.0
699.0,Occasion,512.0,512.0,Apple,gris,16.0,2,5,226.0
591.55,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,157.0
1000.0,Occasion,32.0,512.0,Dell,gris,15.6,2,5,145.0
355.0,Occasion,16.0,250.0,Apple,gris,15.0,2,5,0.0
529.99,Occasion,16.0,256.0,Lenovo,noir,14.0,0,5,157.0
159.0,Occasion,8.0,0.0,Dell,noir,14.0,0,5,0.0
199.9,Occasion,8.0,256.0,Dell,autre,15.6,10,5,0.0
220.19,Occasion,4.0,256.0,Panasonic,autre,7.1,10,5,213.0
220.0,Occasion,8.0,256.0,Microsoft,autre,12.0,10,5,0.0
79.0,Occasion,2.0,80.0,Acer,gris,15.0,2,5,85.0
75.0,Neuf,2.0,16.0,KLIPAD,gris,10.1,2,0,149.0
375.0,Occasion,24.0,5.0,ASUS,autre,15.6,10,5,0.0
114.95,Occasion,8.0,480.0,HP,noir,12.5,0,5,125.0
1019.0,Occasion,16.0,500.0,Dell,gris,13.0,2,5,174.0
105.0,Occasion,6.0,820.0,ASUS,marron,17.3,8,5,106.0
239.04,Occasion,8.0,256.0,Apple,gris,13.3,2,5,128.0
249.0,Occasion,8.0,,Lenovo,noir,15.6,0,5,0.0
185.0,Occasion,4.0,320.0,Acer,autre,15.6,10,5,0.0
212.22,Occasion,8.0,256.0,Panasonic,gris,25.0,2,5,91.0
195.0,Occasion,4.0,4.0,Apple,gris,11.0,2,5,0.0
329.99,Occasion,16.0,512.0,Dell,noir,15.0,0,5,147.0
128.54,Occasion,4.0,320.0,Dell,autre,15.0,10,5,0.0
339.5,Occasion,8.0,1000.0,LENOVO,autre,12.0,10,5,0.0
110.0,Occasion,6.0,500.0,ASUS,noir,17.3,0,5,0.0
1850.0,Neuf,32.0,1024.0,HONOR,autre,14.0,10,0,268.0
750.0,Ouvert (jamais utilisé),16.0,512.0,Lenovo,gris,15.6,2,1,141.0
220.0,Ouvert (jamais utilisé),8.0,256.0,Panasonic,gris,12.5,2,1,0.0
320.0,État correct - Reconditionné,8.0,512.0,Lenovo,gris,13.0,2,4,0.0
130.0,Occasion,4.0,121.0,Apple,autre,13.0,10,5,0.0
114.9,État correct - Reconditionné,10.0,256.0,Toshiba,gris,13.3,2,4,0.0
704.52,Occasion,32.0,1000.0,HP,autre,15.0,10,5,147.0
34.0,Occasion,2.0,0.0,Acer,noir,15.4,0,5,0.0
230.0,Occasion,20.0,512.0,Lenovo,noir,14.0,0,5,157.0
193.79,Occasion,4.0,32.0,Acer,autre,14.0,10,5,157.0
150.0,Occasion,8.0,256.0,Lenovo,noir,12.5,0,5,125.0
250.0,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,157.0
189.0,Occasion,16.0,120.0,HP,autre,15.6,10,5,0.0
241.43,Occasion,16.0,512.0,Lenovo,noir,15.0,0,5,147.0
239.9,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,157.0
65.0,Occasion,4.0,160.0,AMD,noir,15.6,0,5,101.0
350.0,Ouvert (jamais utilisé),8.0,512.0,MEDION,gris,15.4,2,1,143.0
550.0,Occasion,16.0,500.0,Apple,gris,13.0,2,5,232.0
1600.0,Occasion,16.0,1024.0,Alienware,blanc,15.6,1,5,141.0
404.91,Occasion,8.0,250.0,HP,autre,13.0,10,5,169.0
4242.49,Occasion,16.0,512.0,Panasonic,autre,33.0,10,5,0.0
149.0,Occasion,4.0,120.0,Acer,autre,15.6,10,5,0.0
405.03,Occasion,8.0,256.0,Microsoft,noir,10.92,0,5,301.0
190.0,Occasion,12.0,256.0,Lenovo,autre,14.0,10,5,0.0
680.0,Occasion,32.0,1024.0,Lenovo,autre,15.6,10,5,141.0
139.0,Occasion,8.0,480.0,Lenovo,gris,15.6,2,5,100.0
301.51,Occasion,16.0,512.0,Microsoft,gris,13.5,2,5,267.0
209.99,Occasion,4.0,120.0,Apple,gris,13.3,2,5,113.0
100.0,Occasion,4.0,128.0,Apple,gris,13.0,2,5,0.0
235.0,Occasion,128.0,128.0,Apple,gris,13.0,2,5,0.0
459.0,Occasion,8.0,256.0,Dell,gris,15.6,2,5,141.0
499.0,Neuf,128.0,128.0,Apple,gris,13.3,2,0,128.0
400.0,Occasion,8.0,1.0,HP,autre,13.3,10,5,166.0
350.0,Occasion,32.0,512.0,Dell,gris,15.6,2,5,141.0
580.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
259.99,Neuf,8.0,512.0,Acer,gris,14.0,2,0,0.0
199.0,Occasion,8.0,240.0,DELL,autre,14.1,10,5,0.0
1290.0,Neuf,32.0,1024.0,Lenovo,autre,16.0,10,0,138.0
204.97,Occasion,2.0,60.0,DELL,autre,12.0,10,5,0.0
353.4,Occasion,16.0,256.0,Lenovo,autre,13.3,10,5,166.0
1396.76,Occasion,64.0,2048.0,HP,gris,39.0,2,5,56.0
159.07,Occasion,256.0,256.0,Panasonic,gris,12.0,2,5,216.0
80.0,Occasion,4.0,128.0,HP,noir,13.3,0,5,0.0
330.0,Très bon état - Reconditionné,16.0,512.0,HP,gris,13.0,2,3,0.0
900.0,Neuf,8.0,256.0,HP,gris,15.6,2,0,141.0
164.9,Très bon état - Reconditionné,8.0,512.0,Dell,noir,14.0,0,3,0.0
395.0,Occasion,8.0,512.0,Sony,noir,17.3,0,5,106.0
750.0,Occasion,16.0,1024.0,Intel,blanc,15.6,1,5,141.0
379.9,Très bon état - Reconditionné,32.0,1024.0,Acer,gris,14.0,2,3,0.0
330.0,Très bon état - Reconditionné,8.0,512.0,HP,gris,13.0,2,3,0.0
144.0,Occasion,4.0,,HP,noir,17.3,0,5,106.0
1000.0,Occasion,16.0,2048.0,Dell,noir,11.6,0,5,0.0
179.0,Occasion,12.0,512.0,HP,autre,15.6,10,5,0.0
579.0,État correct - Reconditionné,16.0,500.0,Dell,autre,14.0,10,4,157.0
79.64,Occasion,8.0,500.0,Acer,autre,0.0,10,5,
1499.0,Très bon état - Reconditionné,64.0,512000.0,HP,noir,15.0,0,3,0.0
240.0,Occasion,24.0,512.0,Lenovo,noir,14.0,0,5,157.0
265.0,Occasion,16.0,512.0,Dell,gris,15.6,2,5,148.0
150.0,Occasion,8.0,256.0,Dell,noir,12.0,0,5,0.0
119.9,Occasion,8.0,640.0,ASUS,autre,17.3,10,5,0.0
29.0,Occasion,8.0,512.0,Apple,gris,15.4,2,5,196.0
551.05,Occasion,8.0,240.0,Dell,autre,17.0,10,5,133.0
1150.0,Neuf,16.0,1024.0,Intel,bleu,16.0,3,0,283.0
399.0,Parfait état - Reconditionné,16.0,500.0,Dell,autre,14.0,10,2,157.0
350.0,Très bon état - Reconditionné,16.0,512.0,HP,gris,13.0,2,3,0.0
69.0,Occasion,2.0,240.0,HP,noir,14.0,0,5,0.0
529.0,Très bon état - Reconditionné,8.0,250.0,Dell,autre,14.0,10,3,157.0
339.99,Occasion,8.0,256.0,Acer,noir,15.6,0,5,141.0
510.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
249.0,Occasion,16.0,240.0,Apple,autre,13.0,10,5,0.0
170.0,Occasion,8.0,256.0,HP,autre,14.0,10,5,157.0
422.47,Occasion,8.0,512.0,Lenovo,noir,13.3,0,5,166.0
379.0,Très bon état - Reconditionné,16.0,250.0,Dell,autre,14.0,10,3,157.0
60.0,Occasion,512.0,30.0,Apple,blanc,12.0,1,5,0.0
189.0,Occasion,8.0,500.0,Dell,noir,15.0,0,5,0.0
520.0,Occasion,512.0,512.0,HP,autre,15.6,10,5,0.0
140.0,Occasion,8.0,240.0,HP,rouge,11.6,4,5,135.0
1099.0,Neuf,16.0,1000.0,LG,noir,14.0,0,0,162.0
240.0,Occasion,24.0,512.0,Lenovo,noir,14.0,0,5,112.0
200.0,Occasion,256.0,256.0,Dell,gris,14.0,2,5,0.0
170.0,Occasion,4.0,300.0,Unowhy,noir,13.3,0,5,170.0
64.0,Occasion,4.0,500.0,Dell,autre,15.6,10,5,0.0
180.0,Occasion,8.0,256.0,Lenovo,noir,12.0,0,5,131.0
99.9,Occasion,4.0,500.0,HP,gris,12.5,2,5,125.0
160.0,Occasion,5.0,8.0,ASUS,marron,15.6,8,5,0.0
299.9,Occasion,8.0,512.0,Lenovo,noir,13.3,0,5,166.0
169.0,Occasion,8.0,0.0,Lenovo,noir,14.0,0,5,0.0
159.9,Occasion,4.0,500.0,Dell,noir,15.6,0,5,100.0
84.99,Occasion,2.0,32.0,Thomson,blanc,14.0,1,5,112.0
269.76,Occasion,8.0,256.0,Intel,autre,14.5,10,5,108.0
390.0,Occasion,16.0,1024.0,Apple,gris,13.3,2,5,0.0
140.0,Occasion,8.0,,Dell,autre,14.0,10,5,0.0
410.97,Occasion,16.0,500.0,DELL,autre,15.0,10,5,104.0
219.0,Très bon état - Reconditionné,8.0,500.0,Dell,noir,14.0,0,3,112.0
150.0,Occasion,8.0,400.0,Dell,noir,15.6,0,5,141.0
1000.0,Occasion,16.0,512.0,Acer,noir,19.0,0,5,0.0
219.0,Occasion,8.0,240.0,Lenovo,noir,12.5,0,5,125.0
249.9,Occasion,8.0,240.0,Samsung,blanc,15.6,1,5,0.0
600.0,Occasion,8.0,512.0,Acer,gris,14.0,2,5,0.0
496.2,Occasion,16.0,512.0,GPD,noir,8.0,0,5,189.0
459.0,Occasion,32.0,512.0,HP,gris,14.0,2,5,0.0
300.0,État correct - Reconditionné,16.0,256.0,HP,gris,13.0,2,4,0.0
200.0,Occasion,8.0,0.0,Dell,noir,0.0,0,5,inf
468.27,Parfait état - Reconditionné,16.0,512.0,DELL,gris,15.6,2,2,141.0
149.0,Occasion,4.0,256.0,Dell,noir,0.0,0,5,
350.0,Occasion,8.0,1024.0,ASUS,autre,15.6,10,5,0.0
110.0,Occasion,6.0,320.0,Dell,noir,14.0,0,5,112.0
269.9,Occasion,8.0,240.0,Samsung,blanc,15.6,1,5,0.0
281.34,Occasion,8.0,256.0,Microsoft,gris,13.5,2,5,267.0
120.0,Occasion,4.0,500.0,Acer,autre,15.6,10,5,100.0
550.0,Occasion,16.0,128.0,Acer,noir,15.6,0,5,141.0
200.0,Occasion,8.0,256.0,Fujitsu,gris,13.0,2,5,121.0
585.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,0.0
700.0,Occasion,16.0,256.0,Apple,gris,13.0,2,5,0.0
280.0,Occasion,4.0,500.0,HP,autre,17.6,10,5,104.0
350.0,Très bon état - Reconditionné,16.0,256.0,Lenovo,gris,13.0,2,3,0.0
549.0,État correct - Reconditionné,16.0,250.0,Dell,autre,14.0,10,4,157.0
320.0,Occasion,8.0,128.0,MSI,noir,15.6,0,5,141.0
391.4,Occasion,16.0,500.0,DELL,autre,15.0,10,5,104.0
279.9,Occasion,8.0,128.0,Apple,gris,13.3,2,5,128.0
257.5,Occasion,4.0,240.0,Dell,autre,13.0,10,5,0.0
199.99,Occasion,8.0,256.0,Lenovo,noir,14.0,0,5,0.0
199.99,Occasion,8.0,256.0,Acer,gris,17.0,2,5,0.0
449.99,Occasion,16.0,1024.0,Dell,autre,15.6,10,5,0.0
145.0,Occasion,8.0,500.0,Dell,gris,15.6,2,5,141.0
300.0,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,162.0
257.5,Occasion,4.0,80.0,DELL,autre,15.0,10,5,113.0
139.99,Occasion,8.0,250.0,ASUS,autre,14.0,10,5,0.0
1223.99,Neuf,16.0,1.0,Victus HP,gris,15.0,2,0,147.0
69.5,Occasion,2.0,32.0,Lenovo,autre,11.6,10,5,135.0
298.7,Occasion,4.0,240.0,Asus,autre,17.0,10,5,108.0
61.0,Occasion,4.0,32.0,Dell,noir,11.6,0,5,135.0
29.95,Neuf,8.0,256.0,- Sans marque/Générique -,gris,11.6,2,0,190.0
619.0,Très bon état - Reconditionné,16.0,250.0,Dell,autre,14.0,10,3,157.0
399.0,Occasion,4.0,256.0,Panasonic,gris,10.1,2,5,224.0
159.9,Très bon état - Reconditionné,8.0,512.0,Dell,noir,12.5,0,3,0.0
155.0,Occasion,4.0,256.0,HP,autre,15.6,10,5,0.0
193.7,Occasion,4.0,256.0,HP,autre,14.0,10,5,112.0
189.9,Très bon état - Reconditionné,8.0,256.0,Dell,gris,14.0,2,3,0.0
439.0,Occasion,16.0,256.0,HP,autre,14.0,10,5,0.0
119.34,Occasion,3.0,250.0,Dell,noir,13.3,0,5,0.0
678.25,Occasion,8.0,256.0,Apple,autre,13.0,10,5,452.0
256.47,Occasion,2.0,80.0,DELL,autre,12.0,10,5,0.0
230.0,Occasion,8.0,512.0,HP,autre,13.0,10,5,0.0
231.75,Occasion,2.0,80.0,DELL,autre,15.0,10,5,0.0
189.9,Occasion,8.0,512.0,HP,noir,14.0,0,5,0.0
175.0,Occasion,8.0,256.0,Dell,autre,15.5,10,5,0.0
320.0,Très bon état - Reconditionné,16.0,256.0,HP,gris,13.0,2,3,0.0
629.99,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,157.0
279.9,Occasion,8.0,480.0,Toshiba,noir,15.6,0,5,0.0
450.0,Occasion,16.0,512.0,Millenium,noir,15.6,0,5,0.0
250.0,Occasion,16.0,256.0,Dell,noir,13.0,0,5,169.0
479.3,Occasion,16.0,500.0,Fujitsu,noir,15.0,0,5,104.0
145.0,Occasion,4.0,256.0,Lenovo,autre,15.6,10,5,0.0
210.0,Occasion,8.0,256.0,Apple,autre,13.0,10,5,0.0
699.0,Parfait état - Reconditionné,16.0,256.0,Apple,gris,13.0,2,2,232.0
189.9,Très bon état - Reconditionné,8.0,256.0,Dell,gris,14.0,2,3,0.0
452.17,Occasion,8.0,240.0,DELL,autre,12.0,10,5,131.0
250.0,Occasion,5.0,500.0,HP,gris,15.0,2,5,104.0
857.81,Ouvert (jamais utilisé),8.0,256.0,Dell,gris,39.0,2,1,56.0
200.0,Occasion,4.0,200.0,Acer,gris,14.0,2,5,157.0
589.0,État correct - Reconditionné,16.0,250.0,Dell,autre,14.0,10,4,157.0
214.64,Occasion,4.0,128.0,Microsoft,gris,12.0,2,5,274.0
75.0,Occasion,2.0,120.0,Acer,noir,15.6,0,5,0.0
60.0,Occasion,2.0,80.0,Acer,autre,15.4,10,5,0.0
24.95,Neuf,12.0,512.0,- Sans marque/Générique -,gris,14.0,2,0,162.0
199.0,Très bon état - Reconditionné,12.0,240.0,Fujitsu,autre,16.0,10,3,98.0
299.0,Occasion,4.0,64.0,Samsung,autre,12.0,10,5,252.0
480.0,Occasion,512.0,512.0,MSI,noir,15.6,0,5,141.0
669.0,Occasion,32.0,512.0,Apple,autre,15.4,10,5,0.0
499.0,Très bon état - Reconditionné,16.0,512.0,Dell,noir,15.0,0,3,0.0
179.0,Occasion,4.0,120.0,HP,autre,15.6,10,5,0.0
120.0,Occasion,4.0,250.0,ASUS,blanc,17.3,1,5,106.0
209.0,Occasion,8.0,240.0,FUJITSU,autre,14.1,10,5,0.0
339.0,Très bon état - Reconditionné,8.0,256.0,Dell,noir,15.6,0,3,0.0
335.0,Occasion,32.0,256.0,Dell,gris,15.6,2,5,141.0
231.13,Occasion,4.0,240.0,HP,autre,15.0,10,5,104.0
199.0,Occasion,1.5,80.0,Dell,gris,13.0,2,5,116.0
301.51,Occasion,8.0,256.0,Microsoft,gris,13.5,2,5,267.0
99.9,Occasion,4.0,1024.0,Acer,noir,17.3,0,5,0.0
639.99,Occasion,16.0,5.0,ASUS,autre,15.6,10,5,0.0
200.0,Occasion,8.0,,Apple,autre,13.3,10,5,0.0
278.0,Très bon état - Reconditionné,256.0,256.0,HP,noir,14.0,0,3,0.0
179.9,Très bon état - Reconditionné,8.0,512.0,Dell,noir,12.5,0,3,0.0
159.0,Occasion,16.0,256.0,Apple,blanc,15.0,1,5,231.0
599.0,Très bon état - Reconditionné,16.0,250.0,Apple,gris,13.0,2,3,232.0
30.0,Occasion,2.0,5.0,Lenovo,autre,15.0,10,5,85.0
419.99,Occasion,8.0,512.0,Acer,noir,15.6,0,5,141.0
550.0,Occasion,8.0,256.0,Apple,gris,13.0,2,5,232.0
369.9,Occasion,8.0,1024.0,Acer,noir,15.6,0,5,141.0
110.0,Occasion,6.0,500.0,ASUS,marron,17.3,8,5,106.0
266.04,Ouvert (jamais utilisé),4.0,256.0,HP,gris,14.0,2,1,0.0
129.0,Occasion,8.0,128.0,Toshiba,autre,13.3,10,5,0.0
349.0,Occasion,256.0,256.0,Apple,gris,13.3,2,5,0.0
249.0,Occasion,8.0,256.0,Apple,autre,13.3,10,5,227.0
153.89,Occasion,4.0,256.0,Panasonic,gris,12.0,2,5,216.0
349.99,Occasion,16.0,512.0,Lenovo,noir,14.0,0,5,157.0
321.36,Occasion,2.0,80.0,DELL,autre,15.0,10,5,0.0
229.0,Occasion,256.0,256.0,Panasonic,autre,10.1,10,5,0.0
610.0,Occasion,8.0,512.0,Apple,gris,13.0,2,5,232.0
109.9,Occasion,4.0,320.0,Dell,autre,15.6,10,5,118.0
469.68,Occasion,4.0,320.0,DELL,autre,14.0,10,5,0.0
